board,NS,EW,bid,by,lead,tricks,score,NS_pts,EW_pts
13,130,140,3♣,S,A♥,9,110,116.00,46.00
13,134,155,2♠,S,A♥,8,110,116.00,46.00
13,137,11,2NT,S,K♥,8,120,129.00,33.00
13,141,1,3♦,N,3♥,7,-200,19.00,143.00
13,144,8,1NT,W,7♦,6,100,105.00,57.00
13,148,21,1NT*,W,7♦,7,-180,38.00,124.00
13,150,157,3NT*,N,4♠,8,-200,19.00,143.00
13,153,48,2♠,S,A♥,8,110,116.00,46.00
13,158,160,2♥,E,K♣,6,200,144.00,18.00
13,161,47,2♦,N,1♥0,8,90,101.00,61.00
13,2,10,3NT,N,1♥0,8,-100,69.00,93.00
13,6,14,3♦*,N,1♥0,8,-200,19.00,143.00
13,9,35,1NT*,W,7♦,4,800,156.00,6.00
13,16,42,3♦,S,1♥0,8,-100,69.00,93.00
13,20,74,2NT,E,A♣,6,200,144.00,18.00
13,23,26,3♣,S,K♥,7,-200,19.00,143.00
13,27,54,3♦,N,9♥,8,-100,69.00,93.00
13,29,93,2♦*,E,K♣,4,1100,159.00,3.00
13,31,43,3♦,N,9♥,8,-100,69.00,93.00
13,36,56,3♣,S,K♥,8,-100,69.00,93.00
13,39,63,1NT*,W,7♦,6,200,144.00,18.00
13,44,46,3♦,N,1♥0,7,-200,19.00,143.00
13,49,65,3♦,N,1♥0,8,-100,69.00,93.00
13,52,58,2NT,N,2♦,8,120,129.00,33.00
13,57,67,2♠,S,A♥,7,-100,69.00,93.00
13,61,92,3NT,N,9♠,8,-100,69.00,93.00
13,68,72,3NT,N,1♥0,9,600,152.00,10.00
13,70,81,2NT,N,9♥,8,120,129.00,33.00
13,75,77,2♠,S,A♥,7,-100,69.00,93.00
13,79,90,3♦,N,1♥0,7,-200,19.00,143.00
13,83,121,3♣,S,A♥,7,-200,19.00,143.00
13,87,117,3♣,S,A♥,8,-100,69.00,93.00
13,96,107,2NT,E,A♣,7,100,105.00,57.00
13,98,164,3NT,N,1♥0,8,-100,69.00,93.00
13,100,103,3NT,N,2♦,9,600,152.00,10.00
13,104,105,3NT,N,8♣,8,-100,69.00,93.00
13,108,113,2♦*,N,1♥0,8,180,138.00,24.00
13,110,125,3♣,S,9♣,7,-200,19.00,143.00
13,114,132,3♦,N,1♥0,7,-200,19.00,143.00
13,120,123,2♣*,E,3♠,4,1100,159.00,3.00
13,124,128,2♠,S,K♥,7,-100,69.00,93.00
13,129,118,3NT,N,9♥,8,-100,69.00,93.00
13,131,133,2♠,S,A♥,7,-100,69.00,93.00
13,136,40,2NT,S,A♥,8,120,129.00,33.00
13,139,19,3♣,S,A♥,7,-200,19.00,143.00
13,143,17,3♦,N,1♥0,8,-100,69.00,93.00
13,147,4,2♦,N,9♥,9,110,116.00,46.00
13,149,145,2♠,S,A♥,8,110,116.00,46.00
13,151,154,2♥,S,K♥,9,140,136.00,26.00
13,156,3,1♠**,S,A♥,8,1120,162.00,0.00
13,159,24,3♣,S,A♥,7,-200,19.00,143.00
14,5,13,3♦,N,A♣,8,-50,86.00,76.00
14,7,34,4♦,N,A♣,9,-50,86.00,76.00
14,12,15,3♣,E,4♦,10,-130,28.00,134.00
14,18,32,3♦,N,A♣,8,-50,86.00,76.00
14,22,51,3♦,N,A♣,8,-50,86.00,76.00
14,25,84,2♣,E,Q♠,10,-130,28.00,134.00
14,28,53,2♣,E,Q♠,10,-130,28.00,134.00
14,30,94,3♦,N,1♠0,9,110,137.00,25.00
14,33,37,4♣,E,6♦,9,50,108.00,54.00
14,38,152,4♣,E,7♦,10,-130,28.00,134.00
14,41,76,2NT,E,Q♠,8,-120,48.00,114.00
14,45,59,4♣,E,7♦,8,100,121.00,41.00
14,50,66,4♣,E,4♦,10,-130,28.00,134.00
14,55,86,3♦,N,8♠,9,110,137.00,25.00
14,60,62,2♦,N,4♥,9,110,137.00,25.00
14,64,95,3♦,N,8♠,10,130,158.00,4.00
14,69,82,3♣,E,4♦,9,-110,58.00,104.00
14,71,115,3♦,N,A♣,10,130,158.00,4.00
14,78,88,3♣,E,Q♠,9,-110,58.00,104.00
14,80,89,2♦,N,A♣,9,110,137.00,25.00
14,85,146,4♦,N,A♣,6,-200,4.00,158.00
14,91,102,2♦,N,A♣,9,110,137.00,25.00
14,97,163,4♦,S,7♣,7,-150,8.00,154.00
14,99,73,4♣,E,5♦,10,-130,28.00,134.00
14,101,162,4♦,N,A♣,8,-100,69.00,93.00
14,106,111,4♣,E,4♦,9,50,108.00,54.00
14,109,126,5♣,E,Q♠,9,100,121.00,41.00
14,112,138,1NT,N,A♣,8,120,152.00,10.00
14,116,119,2NT,E,Q♠,8,-120,48.00,114.00
14,122,142,4♣,E,4♦,9,50,108.00,54.00
14,127,135,4♣,E,Q♠,10,-130,28.00,134.00
14,130,140,3♣,E,4♦,8,50,108.00,54.00
14,134,155,3♦,N,A♣,9,110,137.00,25.00
14,137,11,3♦,N,A♣,9,110,137.00,25.00
14,141,1,2♣,E,Q♠,9,-110,58.00,104.00
14,144,8,3♦,N,A♣,8,-50,86.00,76.00
14,148,21,3♦,N,A♣,8,-50,86.00,76.00
14,150,157,4♦,N,A♣,10,130,158.00,4.00
14,153,48,3♦,N,A♣,9,110,137.00,25.00
14,158,160,4♣,E,4♦,9,50,108.00,54.00
14,161,47,3♣,E,Q♠,10,-130,28.00,134.00
14,2,10,3♦,S,7♣,8,-50,86.00,76.00
14,6,14,3♦,N,A♣,9,110,137.00,25.00
14,9,35,2♣,E,Q♠,10,-130,28.00,134.00
14,16,42,2NT,E,Q♠,8,-120,48.00,114.00
14,20,74,4♦*,N,A♣,8,-300,1.00,161.00
14,23,26,3♣,E,Q♠,10,-130,28.00,134.00
14,27,54,4♣,E,4♦,9,50,108.00,54.00
14,29,93,3♦,N,A♣,8,-50,86.00,76.00
14,31,43,3♣,E,4♦,8,50,108.00,54.00
14,36,56,3♣,E,Q♦,10,-130,28.00,134.00
14,39,63,3♦,N,A♣,9,110,137.00,25.00
14,44,46,3♣,E,Q♠,10,-130,28.00,134.00
14,49,65,4♣,E,Q♦,10,-130,28.00,134.00
14,52,58,3♣,E,Q♦,9,-110,58.00,104.00
14,57,67,4♣,E,Q♠,10,-130,28.00,134.00
14,61,92,3♦,N,A♣,8,-50,86.00,76.00
14,68,72,3♦,N,A♣,10,130,158.00,4.00
14,70,81,3♦,S,9♣,7,-100,69.00,93.00
14,75,77,4♣,E,4♣,10,-130,28.00,134.00
14,79,90,3♦,N,Q♠,8,-50,86.00,76.00
14,83,121,4♦*,N,A♣,8,-300,1.00,161.00
14,87,117,2NT,E,Q♠,9,-150,8.00,154.00
14,96,107,3♣,E,Q♠,11,-150,8.00,154.00
14,98,164,3♦,N,A♣,8,-50,86.00,76.00
14,100,103,3♣,E,4♦,9,-110,58.00,104.00
14,104,105,3♣,E,4♦,9,-110,58.00,104.00
14,108,113,3♦,N,A♣,9,110,137.00,25.00
14,110,125,3♣,E,3♦,9,-110,58.00,104.00
14,114,132,3♦,N,A♣,7,-100,69.00,93.00
14,120,123,5♣,E,4♦,10,50,108.00,54.00
14,124,128,3♦,N,A♣,8,-50,86.00,76.00
14,129,118,4♣,E,4♦,9,50,108.00,54.00
14,131,133,2♦,N,A♣,8,90,118.00,44.00
14,136,40,3♦,N,8♠,8,-50,86.00,76.00
14,139,19,3♦,N,A♣,9,110,137.00,25.00
14,143,17,4♣,E,4♦,10,-130,28.00,134.00
14,147,4,4♦,N,A♣,8,-100,69.00,93.00
14,149,145,3♦,N,A♣,10,130,158.00,4.00
14,151,154,4♣,E,4♦,10,-130,28.00,134.00
14,156,3,2♦,N,A♣,9,110,137.00,25.00
14,159,24,3♦,N,A♣,9,110,137.00,25.00
15,4,118,2♥,W,1♠0,7,50,10.00,152.00
15,8,22,1NT,S,1♥0,8,120,105.00,57.00
15,10,122,1NT*,S,2♠,7,180,135.00,27.00
15,14,107,2♣,N,K♥,9,110,97.00,65.00
15,17,110,1NT,S,2♠,7,90,36.00,126.00
15,20,95,2♠,E,4♥,6,100,74.00,88.00
15,24,142,2♥,N,A♥,8,110,97.00,65.00
15,27,160,3♠*,W,9♦,5,800,162.00,0.00
15,29,115,2♦,E,K♦,6,100,74.00,88.00
15,32,161,1NT*,S,2♠,7,180,135.00,27.00
15,37,111,1NT,E,2♥,4,150,115.00,47.00
15,40,113,2♥,W,J♠,6,100,74.00,88.00
15,42,67,1NT*,S,2♠,7,180,135.00,27.00
15,44,33,1NT,S,2♠,7,90,36.00,126.00
15,46,65,1NT,S,2♠,7,90,36.00,126.00
15,48,59,1NT*,S,2♠,7,180,135.00,27.00
15,56,98,3♣,S,2♠,9,110,97.00,65.00
15,64,57,2♣,N,A♥,9,110,97.00,65.00
15,69,61,1NT*,S,2♠,9,580,155.00,7.00
15,72,25,2♥,W,9♦,7,50,10.00,152.00
15,74,123,1NT,E,6♣,8,-120,2.00,160.00
15,77,102,2♥,W,J♠,7,50,10.00,152.00
15,79,156,2♠,W,9♦,6,100,74.00,88.00
15,83,52,1NT,S,2♠,7,90,36.00,126.00
15,86,163,1NT,S,6♥,7,90,36.00,126.00
15,90,130,2♥,W,J♠,6,100,74.00,88.00
15,92,138,2♥,W,J♠,6,100,74.00,88.00
15,96,135,1NT*,S,2♠,7,180,135.00,27.00
15,100,141,2♠,W,8♥,6,100,74.00,88.00
15,109,151,2♥,W,J♠,6,100,74.00,88.00
15,120,11,2♥*,N,A♥,8,670,159.00,3.00
15,125,124,1NT*,S,2♠,7,180,135.00,27.00
15,129,117,1NT*,S,2♠,7,180,135.00,27.00
15,133,55,3♥,W,9♦,7,100,74.00,88.00
15,139,97,1♠,W,8♦,5,100,74.00,88.00
15,143,3,1NT,S,2♠,7,90,36.00,126.00
15,145,106,3NT,E,6♣,7,100,74.00,88.00
15,149,158,1NT,E,A♦,6,50,10.00,152.00
15,152,68,1NT*,S,2♠,8,380,151.00,11.00
15,159,81,1NT,S,2♠,7,90,36.00,126.00
15,164,63,1NT,E,6♣,4,150,115.00,47.00
15,2,89,1NT,S,2♠,8,120,105.00,57.00
15,5,155,2♥,W,J♠,6,100,74.00,88.00
15,9,82,2♠,W,9♦,6,100,74.00,88.00
15,12,76,1NT,S,6♥,7,90,36.00,126.00
15,16,51,1NT*,S,2♠,7,180,135.00,27.00
15,19,93,1NT*,S,6♥,7,180,135.00,27.00
15,21,112,1NT,S,2♠,9,150,115.00,47.00
15,26,136,1NT*,S,2♠,9,580,155.00,7.00
15,28,127,2♣*,N,A♥,9,380,151.00,11.00
15,30,108,1NT,S,2♠,7,90,36.00,126.00
15,34,84,1NT*,S,2♠,7,180,135.00,27.00
15,39,18,1NT,N,2♠,7,90,36.00,126.00
15,41,15,1NT,S,5♦,7,90,36.00,126.00
15,43,101,2♠,W,7♥,6,100,74.00,88.00
15,45,31,2♠,W,9♦,5,150,115.00,47.00
15,47,114,2♥,W,J♠,6,100,74.00,88.00
15,50,148,1NT*,S,2♠,7,180,135.00,27.00
15,60,119,2♥,W,9♦,7,50,10.00,152.00
15,66,38,1NT*,S,2♠,7,180,135.00,27.00
15,71,35,3♣*,N,A♥,9,670,159.00,3.00
15,73,7,1NT,S,2♠,8,120,105.00,57.00
15,75,134,2♣,S,2♠,8,90,36.00,126.00
15,78,132,2♣,N,A♥,8,90,36.00,126.00
15,80,6,1NT*,S,3♥,6,-200,0.00,162.00
15,85,36,1NT*,S,2♠,7,180,135.00,27.00
15,87,147,1NT,E,4♥,5,100,74.00,88.00
15,91,128,2♥,E,J♠,6,100,74.00,88.00
15,94,58,2♥,W,9♦,7,50,10.00,152.00
15,99,13,1NT*,S,2♠,7,180,135.00,27.00
15,103,54,1NT,S,2♠,7,90,36.00,126.00
15,116,104,2♠,W,9♦,5,150,115.00,47.00
15,121,62,1NT,S,3♥,7,90,36.00,126.00
15,126,157,2♣,S,2♠,8,90,36.00,126.00
15,131,70,2♥,W,J♠,6,100,74.00,88.00
15,137,1,2♣,N,K♥,8,90,36.00,126.00
15,140,88,1NT,S,3♥,8,120,105.00,57.00
15,144,23,1NT,S,2♠,7,90,36.00,126.00
15,146,153,2♥,W,8♦,7,50,10.00,152.00
15,150,53,2♥,W,J♠,6,100,74.00,88.00
15,154,49,1NT,S,7♠,7,90,36.00,126.00
15,162,105,2♠,W,J♠,5,150,115.00,47.00
16,4,118,3NT,N,3♦,12,490,88.00,74.00
16,8,22,6♥,S,6♦,12,980,124.00,38.00
16,10,122,4♥,N,Q♠,12,480,46.00,116.00
16,14,107,4♥,N,8♣,12,480,46.00,116.00
16,17,110,6♥,N,Q♠,12,980,124.00,38.00
16,20,95,3NT,N,Q♠,10,430,5.00,157.00
16,24,142,6♥,S,2♠,12,980,124.00,38.00
16,27,160,6NT,N,Q♠,12,990,153.00,9.00
16,29,115,4♥,N,Q♠,12,480,46.00,116.00
16,32,161,4♥,N,Q♠,11,450,12.00,150.00
16,37,111,3NT,N,Q♠,12,490,88.00,74.00
16,40,113,6NT,N,Q♠,12,990,153.00,9.00
16,42,67,5♥,N,4♠,12,480,46.00,116.00
16,44,33,6♥,N,8♣,12,980,124.00,38.00
16,46,65,4♥,N,Q♠,12,480,46.00,116.00
16,48,59,6NT,N,Q♠,12,990,153.00,9.00
16,56,98,6♥,S,Q♣,12,980,124.00,38.00
16,64,57,6NT,N,Q♠,12,990,153.00,9.00
16,69,61,3NT,N,Q♠,12,490,88.00,74.00
16,72,25,3NT,N,Q♠,12,490,88.00,74.00
16,74,123,3NT,N,Q♠,12,490,88.00,74.00
16,77,102,6♥,N,Q♠,12,980,124.00,38.00
16,79,156,6♥,S,Q♠,12,980,124.00,38.00
16,83,52,4♥,N,Q♠,12,480,46.00,116.00
16,86,163,4♥,N,Q♠,12,480,46.00,116.00
16,90,130,6♥,N,Q♠,12,980,124.00,38.00
16,92,138,6♥,N,3♥,12,980,124.00,38.00
16,96,135,5♥,N,Q♠,11,450,12.00,150.00
16,100,141,4♥,N,Q♠,12,480,46.00,116.00
16,109,151,4NT,N,5♠,12,490,88.00,74.00
16,120,11,3NT,S,5♥,10,430,5.00,157.00
16,125,124,6♥,N,Q♠,12,980,124.00,38.00
16,129,117,5NT,N,Q♠,12,490,88.00,74.00
16,133,55,4♥,N,Q♠,12,480,46.00,116.00
16,139,97,6♥,S,6♦,12,980,124.00,38.00
16,143,3,4♥,N,Q♠,12,480,46.00,116.00
16,145,106,3NT,N,Q♠,12,490,88.00,74.00
16,149,158,4♥,S,6♦,11,450,12.00,150.00
16,152,68,6NT,N,Q♠,12,990,153.00,9.00
16,159,81,6NT,N,Q♠,12,990,153.00,9.00
16,164,63,4NT,N,8♠,12,490,88.00,74.00
16,2,89,6♥,N,3♥,12,980,124.00,38.00
16,5,155,4♥,N,Q♠,12,480,46.00,116.00
16,9,82,3NT,N,Q♠,12,490,88.00,74.00
16,12,76,4♥,N,Q♠,12,480,46.00,116.00
16,16,51,4♥,N,Q♠,12,480,46.00,116.00
16,19,93,4NT,N,5♠,12,490,88.00,74.00
16,21,112,4♥,N,Q♠,12,480,46.00,116.00
16,26,136,6♥,N,8♣,12,980,124.00,38.00
16,28,127,4♥,N,Q♠,12,480,46.00,116.00
16,30,108,6♥,N,Q♠,10,-100,1.00,161.00
16,34,84,4♥,N,Q♠,12,480,46.00,116.00
16,39,18,3NT,N,Q♠,11,460,18.00,144.00
16,41,15,4♥,N,Q♠,12,480,46.00,116.00
16,43,101,4♥,N,Q♠,11,450,12.00,150.00
16,45,31,6♥,N,Q♠,12,980,124.00,38.00
16,47,114,6♥,S,6♦,12,980,124.00,38.00
16,50,148,6♥,S,2♠,12,980,124.00,38.00
16,60,119,4♥,N,J♠,12,480,46.00,116.00
16,66,38,3NT,N,Q♠,12,490,88.00,74.00
16,71,35,4♥,N,Q♠,12,480,46.00,116.00
16,73,7,4♥,N,Q♠,12,480,46.00,116.00
16,75,134,6♥,S,7♠,12,980,124.00,38.00
16,78,132,4♥,S,4♠,12,480,46.00,116.00
16,80,6,3NT,N,8♠,12,490,88.00,74.00
16,85,36,4♥,N,Q♠,12,480,46.00,116.00
16,87,147,6NT,S,Q♠,12,990,153.00,9.00
16,91,128,6NT,N,Q♠,12,990,153.00,9.00
16,94,58,4♥,N,J♠,12,480,46.00,116.00
16,99,13,6♥,S,J♣,12,980,124.00,38.00
16,103,54,6NT,N,Q♠,12,990,153.00,9.00
16,116,104,3NT,N,Q♠,12,490,88.00,74.00
16,121,62,4♥,N,Q♠,12,480,46.00,116.00
16,126,157,6♥,N,Q♠,10,-100,1.00,161.00
16,131,70,4♥,N,9♣,13,510,104.00,58.00
16,137,1,3NT,N,8♠,12,490,88.00,74.00
16,140,88,6NT,N,5♠,12,990,153.00,9.00
16,144,23,4♥,N,Q♠,12,480,46.00,116.00
16,146,153,4♥,N,Q♠,12,480,46.00,116.00
16,150,53,6♥,N,Q♠,12,980,124.00,38.00
16,154,49,4♥,N,Q♠,12,480,46.00,116.00
16,162,105,4♥,N,Q♠,11,450,12.00,150.00
17,4,118,6NT,N,J♥,13,1020,104.00,58.00
17,8,22,6NT,N,6♣,13,1020,104.00,58.00
17,10,122,6NT,S,6♥,13,1020,104.00,58.00
17,14,107,6NT,S,1♣0,13,1020,104.00,58.00
17,17,110,6NT,S,1♣0,12,990,49.00,113.00
17,20,95,3NT,N,J♥,12,490,5.00,157.00
17,24,142,6♦,S,1♣0,12,920,39.00,123.00
17,27,160,6NT,N,J♥,13,1020,104.00,58.00
17,29,115,7NT,S,Q♦,13,1520,160.00,2.00
17,32,161,6NT,S,7♥,13,1020,104.00,58.00
17,37,111,6♦,S,1♣0,12,920,39.00,123.00
17,40,113,6NT,S,1♣0,13,1020,104.00,58.00
17,42,67,7♦,N,4♥,12,-50,1.00,161.00
17,44,33,6♦,S,1♣0,12,920,39.00,123.00
17,46,65,6NT,S,5♠,13,1020,104.00,58.00
17,48,59,6NT,N,6♣,13,1020,104.00,58.00
17,56,98,6NT,S,2♥,13,1020,104.00,58.00
17,64,57,6NT,N,J♥,11,-50,1.00,161.00
17,69,61,6NT,N,6♣,13,1020,104.00,58.00
17,72,25,6NT,N,J♥,13,1020,104.00,58.00
17,74,123,6NT,N,4♣,13,1020,104.00,58.00
17,77,102,7NT,N,J♥,13,1520,160.00,2.00
17,79,156,3NT,N,6♣,13,520,20.00,142.00
17,83,52,6NT,N,6♣,13,1020,104.00,58.00
17,86,163,5NT,N,J♥,13,520,20.00,142.00
17,90,130,6NT,S,7♥,13,1020,104.00,58.00
17,92,138,3NT,S,2♥,13,520,20.00,142.00
17,96,135,6NT,S,8♥,13,1020,104.00,58.00
17,100,141,6NT,N,J♥,13,1020,104.00,58.00
17,109,151,6NT,S,7♥,13,1020,104.00,58.00
17,120,11,6NT,S,5♠,13,1020,104.00,58.00
17,125,124,6NT,S,7♥,13,1020,104.00,58.00
17,129,117,3NT,S,7♥,12,490,5.00,157.00
17,133,55,6NT,S,1♣0,13,1020,104.00,58.00
17,139,97,6NT,S,2♥,13,1020,104.00,58.00
17,143,3,6NT,S,1♣0,13,1020,104.00,58.00
17,145,106,6NT,N,6♣,13,1020,104.00,58.00
17,149,158,3NT,S,7♥,13,520,20.00,142.00
17,152,68,6NT,N,5♣,13,1020,104.00,58.00
17,159,81,6NT,N,8♣,13,1020,104.00,58.00
17,164,63,6NT,N,J♥,13,1020,104.00,58.00
17,2,89,3NT,N,7♣,13,520,20.00,142.00
17,5,155,6NT,S,4♠,13,1020,104.00,58.00
17,9,82,3NT,N,J♥,13,520,20.00,142.00
17,12,76,6NT,N,6♣,13,1020,104.00,58.00
17,16,51,6NT,S,1♣0,12,990,49.00,113.00
17,19,93,6NT,S,9♣,13,1020,104.00,58.00
17,21,112,6NT,N,J♥,13,1020,104.00,58.00
17,26,136,3NT,N,6♣,13,520,20.00,142.00
17,28,127,3NT,S,1♣0,13,520,20.00,142.00
17,30,108,6♦,N,J♥,12,920,39.00,123.00
17,34,84,3NT,N,6♣,13,520,20.00,142.00
17,39,18,6NT,S,7♥,13,1020,104.00,58.00
17,41,15,6NT,S,1♣0,13,1020,104.00,58.00
17,43,101,6NT,N,J♥,13,1020,104.00,58.00
17,45,31,6NT,S,8♥,13,1020,104.00,58.00
17,47,114,4NT,N,6♣,13,520,20.00,142.00
17,50,148,6NT,N,4♣,13,1020,104.00,58.00
17,60,119,6NT,S,9♣,13,1020,104.00,58.00
17,66,38,3NT,S,4♥,13,520,20.00,142.00
17,71,35,6NT,S,7♥,13,1020,104.00,58.00
17,73,7,6NT,S,8♥,13,1020,104.00,58.00
17,75,134,3NT,S,1♣0,13,520,20.00,142.00
17,78,132,6NT,N,6♣,13,1020,104.00,58.00
17,80,6,6♦,S,8♥,12,920,39.00,123.00
17,85,36,3NT,S,3♠,13,520,20.00,142.00
17,87,147,6NT,S,8♥,13,1020,104.00,58.00
17,91,128,6NT,S,9♣,13,1020,104.00,58.00
17,94,58,6NT,S,7♥,13,1020,104.00,58.00
17,99,13,6NT,S,2♥,13,1020,104.00,58.00
17,103,54,6NT,N,J♥,13,1020,104.00,58.00
17,116,104,6NT,S,8♥,13,1020,104.00,58.00
17,121,62,6NT,S,1♣0,13,1020,104.00,58.00
17,126,157,6NT,N,J♥,13,1020,104.00,58.00
17,131,70,7NT,N,J♥,13,1520,160.00,2.00
17,137,1,6NT,N,6♣,13,1020,104.00,58.00
17,140,88,6NT,N,J♥,13,1020,104.00,58.00
17,144,23,6NT,N,2♥,13,1020,104.00,58.00
17,146,153,6♥,N,J♥,12,980,46.00,116.00
17,150,53,6NT,N,J♥,13,1020,104.00,58.00
17,154,49,6NT,S,2♥,13,1020,104.00,58.00
17,162,105,6♦,S,1♣0,12,920,39.00,123.00
18,4,118,4♥,W,8♣,10,-420,77.00,85.00
18,8,22,4♥,E,J♠,10,-420,77.00,85.00
18,10,122,4♥,W,3♣,9,50,137.00,25.00
18,14,107,4♥,W,5♣,10,-420,77.00,85.00
18,17,110,4♥,W,9♦,11,-450,19.00,143.00
18,20,95,4♥,W,2♠,11,-450,19.00,143.00
18,24,142,4♠,E,J♠,10,-420,77.00,85.00
18,27,160,4♥,E,J♠,9,50,137.00,25.00
18,29,115,4♥,W,5♣,9,50,137.00,25.00
18,32,161,4♥,W,9♣,10,-420,77.00,85.00
18,37,111,4♥,W,5♣,10,-420,77.00,85.00
18,40,113,4♥,E,4♥,11,-450,19.00,143.00
18,42,67,4♥,W,6♣,10,-420,77.00,85.00
18,44,33,4♥,W,5♣,9,50,137.00,25.00
18,46,65,4♥,E,J♠,11,-450,19.00,143.00
18,48,59,4♥,W,9♣,11,-450,19.00,143.00
18,56,98,4♥,W,5♣,11,-450,19.00,143.00
18,64,57,4♥,E,J♠,10,-420,77.00,85.00
18,69,61,5♥,W,5♣,11,-450,19.00,143.00
18,72,25,4♥,E,J♠,10,-420,77.00,85.00
18,74,123,4♥,W,2♣,10,-420,77.00,85.00
18,77,102,4♥,W,9♣,10,-420,77.00,85.00
18,79,156,6♥,W,5♥,10,100,162.00,0.00
18,83,52,4♥,W,5♣,9,50,137.00,25.00
18,86,163,4♥,W,5♣,11,-450,19.00,143.00
18,90,130,4♥,W,5♣,10,-420,77.00,85.00
18,92,138,4♥,W,9♣,10,-420,77.00,85.00
18,96,135,4♥,W,4♦,11,-450,19.00,143.00
18,100,141,4♥,W,2♣,10,-420,77.00,85.00
18,109,151,4♥,W,5♣,10,-420,77.00,85.00
18,120,11,4♥,W,5♥,11,-450,19.00,143.00
18,125,124,4♥,W,5♣,10,-420,77.00,85.00
18,129,117,4♥,W,5♣,9,50,137.00,25.00
18,133,55,6♥,W,9♦,11,50,137.00,25.00
18,139,97,4♥,W,5♣,9,50,137.00,25.00
18,143,3,4♥,E,2♥,10,-420,77.00,85.00
18,145,106,4♥,W,5♣,11,-450,19.00,143.00
18,149,158,4♥,W,2♣,10,-420,77.00,85.00
18,152,68,4♥,W,5♣,11,-450,19.00,143.00
18,159,81,4♥,W,5♣,9,50,137.00,25.00
18,164,63,4♥,W,5♣,9,50,137.00,25.00
18,2,89,3NT,E,7♣,10,-430,39.00,123.00
18,5,155,6♥,W,9♦,11,50,137.00,25.00
18,9,82,4♥,W,5♥,10,-420,77.00,85.00
18,12,76,4♥,E,J♠,10,-420,77.00,85.00
18,16,51,4♥,W,9♣,9,50,137.00,25.00
18,19,93,6♥,W,5♣,11,50,137.00,25.00
18,21,112,4♥,W,5♣,10,-420,77.00,85.00
18,26,136,4♥,W,5♣,9,50,137.00,25.00
18,28,127,6♥,W,4♦,11,50,137.00,25.00
18,30,108,4♥,W,5♣,9,50,137.00,25.00
18,34,84,4♥,W,9♦,11,-450,19.00,143.00
18,39,18,4♥,W,2♠,9,50,137.00,25.00
18,41,15,4♥,W,5♣,10,-420,77.00,85.00
18,43,101,4♥,W,5♣,10,-420,77.00,85.00
18,45,31,4♥,W,3♣,9,50,137.00,25.00
18,47,114,4♥,W,5♣,10,-420,77.00,85.00
18,50,148,4♥,W,5♣,10,-420,77.00,85.00
18,60,119,4♥,E,J♠,10,-420,77.00,85.00
18,66,38,4♥,W,9♣,11,-450,19.00,143.00
18,71,35,4♥,E,J♠,10,-420,77.00,85.00
18,73,7,4♥,W,5♣,10,-420,77.00,85.00
18,75,134,4♥,W,5♥,10,-420,77.00,85.00
18,78,132,4♥,W,5♣,10,-420,77.00,85.00
18,80,6,4♥,W,8♣,10,-420,77.00,85.00
18,85,36,4♥,W,9♣,10,-420,77.00,85.00
18,87,147,4♥,E,J♠,9,50,137.00,25.00
18,91,128,4♥,E,4♦,9,50,137.00,25.00
18,94,58,4♥,W,5♣,11,-450,19.00,143.00
18,99,13,4♥,W,5♣,10,-420,77.00,85.00
18,103,54,4♥,E,2♥,11,-450,19.00,143.00
18,116,104,4♥,W,2♠,9,50,137.00,25.00
18,121,62,4♥,E,J♠,11,-450,19.00,143.00
18,126,157,3NT,E,J♠,10,-430,39.00,123.00
18,131,70,4♥,E,2♥,10,-420,77.00,85.00
18,137,1,4♥,W,5♣,9,50,137.00,25.00
18,140,88,4♥,E,J♠,9,50,137.00,25.00
18,144,23,4♥,W,5♣,10,-420,77.00,85.00
18,146,153,5♥,W,4♦,11,-450,19.00,143.00
18,150,53,4♥,W,5♣,10,-420,77.00,85.00
18,154,49,3NT,E,J♠,13,-520,0.00,162.00
18,162,105,4♥,W,5♣,9,50,137.00,25.00
19,4,118,4♠,E,4♣,11,-650,137.00,25.00
19,8,22,3NT,E,4♦,11,-660,109.00,53.00
19,10,122,4♠,E,4♣,12,-680,79.00,83.00
19,14,107,4♠,E,4♣,11,-650,137.00,25.00
19,17,110,3NT,E,5♣,11,-660,109.00,53.00
19,20,95,4♠,E,2♣,11,-650,137.00,25.00
19,24,142,3NT,E,9♥,10,-630,155.00,7.00
19,27,160,4♠,E,4♣,13,-710,29.00,133.00
19,29,115,4♠,E,5♣,12,-680,79.00,83.00
19,32,161,3NT,E,4♣,12,-690,55.00,107.00
19,37,111,4♠,E,4♣,11,-650,137.00,25.00
19,40,113,5♠,E,7♥,12,-680,79.00,83.00
19,42,67,3NT,E,4♦,11,-660,109.00,53.00
19,44,33,4♠,E,4♣,12,-680,79.00,83.00
19,46,65,4♠,W,K♣,13,-710,29.00,133.00
19,48,59,3NT,E,4♣,11,-660,109.00,53.00
19,56,98,4♠,E,4♣,12,-680,79.00,83.00
19,64,57,3NT,E,5♣,11,-660,109.00,53.00
19,69,61,3NT,E,5♣,12,-690,55.00,107.00
19,72,25,4♠,W,K♣,12,-680,79.00,83.00
19,74,123,3NT,E,J♦,10,-630,155.00,7.00
19,77,102,4♠,E,9♣,13,-710,29.00,133.00
19,79,156,4♥,W,K♣,11,-650,137.00,25.00
19,83,52,3NT,E,2♣,12,-690,55.00,107.00
